date,symbol,mean_change_pct,max_high_price,min_low_price,median_volume
2020-01-16,ALL,0.3800,42.1000,14.8100,1695955
2020-01-19,ALL,-0.0270,42.1000,14.8100,1695955
2020-01-20,ALL,-1.2172,42.1000,14.8100,1695955
2020-01-21,ALL,1.5334,42.1000,14.8100,1695955
2020-01-22,ALL,-0.4854,42.1000,14.8100,1695955
2020-01-23,ALL,-0.7046,42.1000,14.8100,1695955
2020-01-27,ALL,-2.5382,42.1000,14.8100,1695955
2020-01-28,ALL,0.0840,42.1000,14.8100,1695955
2020-01-29,ALL,0.0839,42.1000,14.8100,1695955
2020-01-30,ALL,1.2021,42.1000,14.8100,1695955
2020-02-02,ALL,-1.6851,42.1000,14.8100,1695955
2020-02-03,ALL,1.6859,42.1000,14.8100,1695955
2020-02-04,ALL,1.7961,42.1000,14.8100,1695955
2020-02-05,ALL,1.1401,42.1000,14.8100,1695955
2020-02-06,ALL,-1.7982,42.1000,14.8100,1695955
2020-02-09,ALL,0.1640,42.1000,14.8100,1695955
2020-02-10,ALL,0.8186,42.1000,14.8100,1695955
2020-02-11,ALL,0.6225,42.1000,14.8100,1695955
2020-02-12,ALL,0.6993,42.1000,14.8100,1695955
2020-02-13,ALL,-0.7746,42.1000,14.8100,1695955
2020-02-16,ALL,-0.2692,42.1000,14.8100,1695955
2020-02-17,ALL,-1.2146,42.1000,14.8100,1695955
2020-02-18,ALL,2.1038,42.1000,14.8100,1695955
2020-02-19,ALL,0.8563,42.1000,14.8100,1695955
2020-02-20,ALL,-0.6898,42.1000,14.8100,1695955
2020-02-23,ALL,-2.2709,42.1000,14.8100,1695955
2020-02-24,ALL,-1.6129,42.1000,14.8100,1695955
2020-02-25,ALL,-2.6952,42.1000,14.8100,1695955
2020-02-26,ALL,-3.6265,42.1000,14.8100,1695955
2020-02-27,ALL,-1.8963,42.1000,14.8100,1695955
2020-03-01,ALL,-2.2350,42.1000,14.8100,1695955
2020-03-02,ALL,3.6145,42.1000,14.8100,1695955
2020-03-03,ALL,-0.8050,42.1000,14.8100,1695955
2020-03-04,ALL,1.2925,42.1000,14.8100,1695955
2020-03-05,ALL,-5.2819,42.1000,14.8100,1695955
2020-03-08,ALL,-9.7431,42.1000,14.8100,1695955
2020-03-09,ALL,3.7834,42.1000,14.8100,1695955
2020-03-10,ALL,-3.0100,42.1000,14.8100,1695955
2020-03-11,ALL,-11.5862,42.1000,14.8100,1695955
2020-03-12,ALL,8.8534,42.1000,14.8100,1695955
2020-03-15,ALL,-20.3153,42.1000,14.8100,1695955
2020-03-16,ALL,-4.1367,42.1000,14.8100,1695955
2020-03-17,ALL,-10.8349,42.1000,14.8100,1695955
2020-03-18,ALL,-5.3130,42.1000,14.8100,1695955
2020-03-19,ALL,-2.5556,42.1000,14.8100,1695955
2020-03-22,ALL,-11.9726,42.1000,14.8100,1695955
2020-03-23,ALL,10.6865,42.1000,14.8100,1695955
2020-03-24,ALL,22.2352,42.1000,14.8100,1695955
2020-03-25,ALL,-2.1063,42.1000,14.8100,1695955
2020-03-26,ALL,-1.3692,42.1000,14.8100,1695955
2020-03-29,ALL,7.0402,42.1000,14.8100,1695955
2020-03-30,ALL,-1.1116,42.1000,14.8100,1695955
2020-03-31,ALL,2.0141,42.1000,14.8100,1695955
2020-04-01,ALL,-1.2856,42.1000,14.8100,1695955
2020-04-02,ALL,-3.8140,42.1000,14.8100,1695955
2020-04-06,ALL,-0.1934,42.1000,14.8100,1695955
2020-04-07,ALL,5.3779,42.1000,14.8100,1695955
2020-04-08,ALL,0.5517,42.1000,14.8100,1695955
2020-04-09,ALL,4.7096,42.1000,14.8100,1695955
2020-04-14,ALL,0.7424,42.1000,14.8100,1695955
2020-04-15,ALL,3.9445,42.1000,14.8100,1695955
2020-04-16,ALL,-6.1718,42.1000,14.8100,1695955
2020-04-17,ALL,4.8889,42.1000,14.8100,1695955
2020-04-20,ALL,-1.0169,42.1000,14.8100,1695955
2020-04-21,ALL,-4.2380,42.1000,14.8100,1695955
2020-04-22,ALL,-3.4421,42.1000,14.8100,1695955
2020-04-23,ALL,1.4352,42.1000,14.8100,1695955
2020-04-24,ALL,-1.1410,42.1000,14.8100,1695955
2020-04-27,ALL,1.8467,42.1000,14.8100,1695955
2020-04-28,ALL,4.1704,42.1000,14.8100,1695955
2020-04-29,ALL,4.2646,42.1000,14.8100,1695955
2020-04-30,ALL,6.3856,42.1000,14.8100,1695955
2020-05-01,ALL,-5.4531,42.1000,14.8100,1695955
2020-05-04,ALL,-0.1245,42.1000,14.8100,1695955
2020-05-05,ALL,2.6174,42.1000,14.8100,1695955
2020-05-06,ALL,-0.5263,42.1000,14.8100,1695955
2020-05-07,ALL,1.7501,42.1000,14.8100,1695955
2020-05-08,ALL,-0.0800,42.1000,14.8100,1695955
2020-05-11,ALL,1.7614,42.1000,14.8100,1695955
2020-05-12,ALL,0.6294,42.1000,14.8100,1695955
2020-05-13,ALL,1.5637,42.1000,14.8100,1695955
2020-05-14,ALL,-1.9630,42.1000,14.8100,1695955
2020-05-15,ALL,-0.9815,42.1000,14.8100,1695955
2020-05-18,ALL,2.6170,42.1000,14.8100,1695955
2020-05-19,ALL,3.5549,42.1000,14.8100,1695955
2020-05-20,ALL,2.0149,42.1000,14.8100,1695955
2020-05-21,ALL,-5.0110,42.1000,14.8100,1695955
2020-05-22,ALL,-1.7328,42.1000,14.8100,1695955
2020-05-25,ALL,1.2931,42.1000,14.8100,1695955
2020-05-26,ALL,3.0561,42.1000,14.8100,1695955
2020-05-27,ALL,0.3003,42.1000,14.8100,1695955
2020-05-28,ALL,0.4491,42.1000,14.8100,1695955
2020-05-29,ALL,-4.1729,42.1000,14.8100,1695955
2020-06-01,ALL,2.9549,42.1000,14.8100,1695955
2020-06-02,ALL,0.1133,42.1000,14.8100,1695955
2020-06-03,ALL,1.5466,42.1000,14.8100,1695955
2020-06-04,ALL,0.9658,42.1000,14.8100,1695955
2020-06-05,ALL,-0.0368,42.1000,14.8100,1695955
2020-06-09,ALL,3.4229,42.1000,14.8100,1695955
2020-06-10,ALL,-0.1779,42.1000,14.8100,1695955
2020-06-11,ALL,-5.2050,42.1000,14.8100,1695955
2020-06-12,ALL,-3.0086,42.1000,14.8100,1695955
2020-06-15,ALL,-3.4122,42.1000,14.8100,1695955
2020-06-16,ALL,8.4705,42.1000,14.8100,1695955
2020-06-17,ALL,0.2961,42.1000,14.8100,1695955
2020-06-18,ALL,-2.2509,42.1000,14.8100,1695955
2020-06-19,ALL,1.4723,42.1000,14.8100,1695955
2020-06-22,ALL,-2.5298,42.1000,14.8100,1695955
2020-06-23,ALL,0.6870,42.1000,14.8100,1695955
2020-06-24,ALL,-0.7202,42.1000,14.8100,1695955
2020-06-25,ALL,-3.3601,42.1000,14.8100,1695955
2020-06-26,ALL,1.1458,42.1000,14.8100,1695955
2020-06-29,ALL,-3.0859,42.1000,14.8100,1695955
2020-06-30,ALL,2.7811,42.1000,14.8100,1695955
2020-07-01,ALL,-0.5490,42.1000,14.8100,1695955
2020-07-02,ALL,5.5599,42.1000,14.8100,1695955
2020-07-03,ALL,-0.7471,42.1000,14.8100,1695955
2020-07-06,ALL,-1.7689,42.1000,14.8100,1695955
2020-07-07,ALL,-0.4215,42.1000,14.8100,1695955
2020-07-08,ALL,-3.6168,42.1000,14.8100,1695955
2020-07-09,ALL,-0.9980,42.1000,14.8100,1695955
2020-07-10,ALL,-2.5000,42.1000,14.8100,1695955
2020-07-13,ALL,1.2407,42.1000,14.8100,1695955
2020-07-14,ALL,2.4918,42.1000,14.8100,1695955
2020-07-15,ALL,4.5835,42.1000,14.8100,1695955
2020-07-16,ALL,-1.5244,42.1000,14.8100,1695955
2020-07-17,ALL,0.2709,42.1000,14.8100,1695955
2020-07-20,ALL,-2.0069,42.1000,14.8100,1695955
2020-07-21,ALL,5.5534,42.1000,14.8100,1695955
2020-07-22,ALL,-0.5224,42.1000,14.8100,1695955
2020-07-23,ALL,-0.3001,42.1000,14.8100,1695955
2020-07-24,ALL,-2.2197,42.1000,14.8100,1695955
2020-07-27,ALL,1.7314,42.1000,14.8100,1695955
2020-07-28,ALL,-2.9879,42.1000,14.8100,1695955
2020-07-29,ALL,0.7018,42.1000,14.8100,1695955
2020-07-30,ALL,1.2389,42.1000,14.8100,1695955
2020-07-31,ALL,0.1147,42.1000,14.8100,1695955
2020-08-03,ALL,-1.4515,42.1000,14.8100,1695955
2020-08-04,ALL,6.9767,42.1000,14.8100,1695955
2020-08-05,ALL,-2.3188,42.1000,14.8100,1695955
2020-08-06,ALL,1.5208,42.1000,14.8100,1695955
2020-08-07,ALL,1.0961,42.1000,14.8100,1695955
2020-08-10,ALL,4.1200,42.1000,14.8100,1695955
2020-08-11,ALL,-0.0694,42.1000,14.8100,1695955
2020-08-12,ALL,-3.0566,42.1000,14.8100,1695955
2020-08-13,ALL,0.3225,42.1000,14.8100,1695955
2020-08-14,ALL,1.0000,42.1000,14.8100,1695955
2020-08-17,ALL,-2.8289,42.1000,14.8100,1695955
2020-08-18,ALL,1.9651,42.1000,14.8100,1695955
2020-08-19,ALL,0.8208,42.1000,14.8100,1695955
2020-08-20,ALL,-0.3540,42.1000,14.8100,1695955
2020-08-21,ALL,0.7460,42.1000,14.8100,1695955
2020-08-24,ALL,0.8110,42.1000,14.8100,1695955
2020-08-25,ALL,1.4341,42.1000,14.8100,1695955
2020-08-26,ALL,-0.8276,42.1000,14.8100,1695955
2020-08-27,ALL,1.6690,42.1000,14.8100,1695955
2020-08-28,ALL,-1.7100,42.1000,14.8100,1695955
2020-08-31,ALL,-1.2874,42.1000,14.8100,1695955
2020-09-01,ALL,-2.4674,42.1000,14.8100,1695955
2020-09-02,ALL,4.4814,42.1000,14.8100,1695955
2020-09-03,ALL,2.6634,42.1000,14.8100,1695955
2020-09-04,ALL,-2.0889,42.1000,14.8100,1695955
2020-09-07,ALL,-0.0344,42.1000,14.8100,1695955
2020-09-08,ALL,0.9983,42.1000,14.8100,1695955
2020-09-09,ALL,-2.4881,42.1000,14.8100,1695955
2020-09-10,ALL,0.8039,42.1000,14.8100,1695955
2020-09-11,ALL,-1.2136,42.1000,14.8100,1695955
2020-09-14,ALL,1.1934,42.1000,14.8100,1695955
2020-09-15,ALL,-1.8730,42.1000,14.8100,1695955
2020-09-16,ALL,3.2874,42.1000,14.8100,1695955
2020-09-17,ALL,-1.1978,42.1000,14.8100,1695955
2020-09-18,ALL,1.8358,42.1000,14.8100,1695955
2020-09-21,ALL,-0.2041,42.1000,14.8100,1695955
2020-09-22,ALL,-0.6476,42.1000,14.8100,1695955
2020-09-23,ALL,5.1115,42.1000,14.8100,1695955
2020-09-24,ALL,-2.3499,42.1000,14.8100,1695955
2020-09-25,ALL,1.6377,42.1000,14.8100,1695955
2020-09-28,ALL,1.1509,42.1000,14.8100,1695955
2020-09-29,ALL,-0.2601,42.1000,14.8100,1695955
2020-09-30,ALL,-2.3142,42.1000,14.8100,1695955
2020-10-01,ALL,1.8352,42.1000,14.8100,1695955
2020-10-02,ALL,-2.2936,42.1000,14.8100,1695955
2020-10-04,ALL,3.1187,42.1000,14.8100,1695955
2020-10-05,ALL,-0.0325,42.1000,14.8100,1695955
2020-10-06,ALL,1.1711,42.1000,14.8100,1695955
2020-10-07,ALL,-0.5145,42.1000,14.8100,1695955
2020-10-08,ALL,-0.4202,42.1000,14.8100,1695955
2020-10-11,ALL,0.1298,42.1000,14.8100,1695955
2020-10-12,ALL,0.7780,42.1000,14.8100,1695955
2020-10-13,ALL,0.3538,42.1000,14.8100,1695955
2020-10-14,ALL,0.6410,42.1000,14.8100,1695955
2020-10-15,ALL,-2.1338,42.1000,14.8100,1695955
2020-10-18,ALL,0.7485,42.1000,14.8100,1695955
2020-10-19,ALL,-0.1615,42.1000,14.8100,1695955
2020-10-20,ALL,1.9411,42.1000,14.8100,1695955
2020-10-21,ALL,0.0317,42.1000,14.8100,1695955
2020-10-22,ALL,2.1891,42.1000,14.8100,1695955
2020-10-25,ALL,-1.6765,42.1000,14.8100,1695955
2020-10-26,ALL,-4.7363,42.1000,14.8100,1695955
2020-10-27,ALL,0.4640,42.1000,14.8100,1695955
2020-10-28,ALL,-2.2765,42.1000,14.8100,1695955
2020-10-29,ALL,-3.3423,42.1000,14.8100,1695955
2020-11-01,ALL,0.1048,42.1000,14.8100,1695955
2020-11-02,ALL,3.8730,42.1000,14.8100,1695955
2020-11-03,ALL,3.4934,42.1000,14.8100,1695955
2020-11-04,ALL,3.5703,42.1000,14.8100,1695955
2020-11-05,ALL,-0.7521,42.1000,14.8100,1695955
2020-11-08,ALL,2.9365,42.1000,14.8100,1695955
2020-11-09,ALL,0.3988,42.1000,14.8100,1695955
2020-11-10,ALL,1.2527,42.1000,14.8100,1695955
2020-11-11,ALL,-1.7803,42.1000,14.8100,1695955
2020-11-12,ALL,-0.3379,42.1000,14.8100,1695955
2020-11-15,ALL,0.5240,42.1000,14.8100,1695955
2020-11-16,ALL,2.1466,42.1000,14.8100,1695955
2020-11-17,ALL,3.8427,42.1000,14.8100,1695955
2020-11-18,ALL,0.0000,42.1000,14.8100,1695955
2020-11-19,ALL,-1.8213,42.1000,14.8100,1695955
2020-11-22,ALL,-0.9128,42.1000,14.8100,1695955
2020-11-23,ALL,0.7132,42.1000,14.8100,1695955
2020-11-24,ALL,1.4163,42.1000,14.8100,1695955
2020-11-25,ALL,-1.7457,42.1000,14.8100,1695955
2020-11-26,ALL,-1.7471,42.1000,14.8100,1695955
2020-11-29,ALL,-3.3755,42.1000,14.8100,1695955
2020-11-30,ALL,1.4348,42.1000,14.8100,1695955
2020-12-01,ALL,-0.9840,42.1000,14.8100,1695955
2020-12-02,ALL,-1.6460,42.1000,14.8100,1695955
2020-12-03,ALL,0.5368,42.1000,14.8100,1695955
2020-12-06,ALL,-0.2198,42.1000,14.8100,1695955
2020-12-07,ALL,-1.2276,42.1000,14.8100,1695955
2020-12-08,ALL,-0.2231,42.1000,14.8100,1695955
2020-12-09,ALL,-2.4912,42.1000,14.8100,1695955
2020-12-10,ALL,-1.3429,42.1000,14.8100,1695955
2020-12-13,ALL,-0.3652,42.1000,14.8100,1695955
2020-12-14,ALL,1.2329,42.1000,14.8100,1695955
2020-12-15,ALL,0.3621,42.1000,14.8100,1695955
2020-12-16,ALL,0.1968,42.1000,14.8100,1695955
2020-12-17,ALL,-0.2946,42.1000,14.8100,1695955
2020-12-20,ALL,0.7879,42.1000,14.8100,1695955
2020-12-21,ALL,-0.2280,42.1000,14.8100,1695955
2020-12-22,ALL,1.9589,42.1000,14.8100,1695955
2020-12-23,ALL,2.0173,42.1000,14.8100,1695955
2020-12-28,ALL,-0.1255,42.1000,14.8100,1695955
2020-12-29,ALL,-0.5028,42.1000,14.8100,1695955
2020-12-30,ALL,-2.0846,42.1000,14.8100,1695955
2021-01-03,ALL,1.2581,42.1000,14.8100,1695955
2021-01-04,ALL,-1.3061,42.1000,14.8100,1695955
2021-01-05,ALL,-1.5817,42.1000,14.8100,1695955
2021-01-06,ALL,1.0823,42.1000,14.8100,1695955
2021-01-07,ALL,2.8553,42.1000,14.8100,1695955
2021-01-10,ALL,-0.5047,42.1000,14.8100,1695955
2021-01-11,ALL,-0.6024,42.1000,14.8100,1695955
2021-01-12,ALL,0.2233,42.1000,14.8100,1695955
2021-01-13,ALL,-0.9548,42.1000,14.8100,1695955
2021-01-14,ALL,-3.9203,42.1000,14.8100,1695955
2021-01-17,ALL,-1.7391,42.1000,14.8100,1695955
2021-01-18,ALL,-0.2723,42.1000,14.8100,1695955
2021-01-19,ALL,4.3345,42.1000,14.8100,1695955
2021-01-20,ALL,2.6169,42.1000,14.8100,1695955
2021-01-21,ALL,-0.3825,42.1000,14.8100,1695955
2021-01-24,ALL,-0.3200,42.1000,14.8100,1695955
2021-01-26,ALL,-1.6051,42.1000,14.8100,1695955
2021-01-27,ALL,-1.0114,42.1000,14.8100,1695955
2021-01-28,ALL,2.3731,42.1000,14.8100,1695955
2021-01-31,ALL,1.9961,42.1000,14.8100,1695955
2021-02-01,ALL,2.9672,42.1000,14.8100,1695955
2021-02-02,ALL,0.8584,42.1000,14.8100,1695955
2021-02-03,ALL,-2.0973,42.1000,14.8100,1695955
2021-02-04,ALL,4.1602,42.1000,14.8100,1695955
2021-02-07,ALL,2.2057,42.1000,14.8100,1695955
2021-02-08,ALL,-2.7705,42.1000,14.8100,1695955
2021-02-09,ALL,0.6599,42.1000,14.8100,1695955
2021-02-10,ALL,-0.9237,42.1000,14.8100,1695955
2021-02-11,ALL,-0.5414,42.1000,14.8100,1695955
2021-02-14,ALL,1.3910,42.1000,14.8100,1695955
2021-02-15,ALL,0.0596,42.1000,14.8100,1695955
2021-02-16,ALL,-0.6259,42.1000,14.8100,1695955
2021-02-17,ALL,0.2999,42.1000,14.8100,1695955
2021-02-18,ALL,-1.9139,42.1000,14.8100,1695955
2021-02-21,ALL,-1.0671,42.1000,14.8100,1695955
2021-02-22,ALL,0.2157,42.1000,14.8100,1695955
2021-02-23,ALL,-0.4920,42.1000,14.8100,1695955
2021-02-24,ALL,-1.6378,42.1000,14.8100,1695955
2021-02-25,ALL,-4.6183,42.1000,14.8100,1695955
2021-02-28,ALL,1.1858,42.1000,14.8100,1695955
2021-03-01,ALL,0.1628,42.1000,14.8100,1695955
2021-03-02,ALL,-0.0975,42.1000,14.8100,1695955
2021-03-03,ALL,2.3097,42.1000,14.8100,1695955
2021-03-04,ALL,-0.6359,42.1000,14.8100,1695955
2021-03-07,ALL,2.6880,42.1000,14.8100,1695955
2021-03-08,ALL,0.6232,42.1000,14.8100,1695955
2021-03-09,ALL,2.2917,42.1000,14.8100,1695955
2021-03-10,ALL,2.4826,42.1000,14.8100,1695955
2021-03-11,ALL,1.8612,42.1000,14.8100,1695955
2021-03-14,ALL,0.1160,42.1000,14.8100,1695955
2021-03-15,ALL,0.4635,42.1000,14.8100,1695955
2021-03-16,ALL,0.1730,42.1000,14.8100,1695955
2021-03-17,ALL,-0.4893,42.1000,14.8100,1695955
2021-03-18,ALL,-1.6488,42.1000,14.8100,1695955
2021-03-21,ALL,1.4706,42.1000,14.8100,1695955
2021-03-22,ALL,-0.9855,42.1000,14.8100,1695955
2021-03-23,ALL,1.9028,42.1000,14.8100,1695955
2021-03-24,ALL,1.1491,42.1000,14.8100,1695955
2021-03-25,ALL,-0.3692,42.1000,14.8100,1695955
2021-03-28,ALL,-1.5964,42.1000,14.8100,1695955
2021-03-29,ALL,-2.6362,42.1000,14.8100,1695955
2021-03-30,ALL,2.2017,42.1000,14.8100,1695955
2021-03-31,ALL,1.1645,42.1000,14.8100,1695955
2021-04-06,ALL,1.3525,42.1000,14.8100,1695955
2021-04-07,ALL,1.7888,42.1000,14.8100,1695955
2021-04-08,ALL,2.3431,42.1000,14.8100,1695955
2021-04-09,ALL,0.2726,42.1000,14.8100,1695955
2021-04-12,ALL,-1.3591,42.1000,14.8100,1695955
2021-04-13,ALL,0.1102,42.1000,14.8100,1695955
2021-04-14,ALL,1.1010,42.1000,14.8100,1695955
2021-04-15,ALL,1.1979,42.1000,14.8100,1695955
2021-04-16,ALL,-0.1345,42.1000,14.8100,1695955
2021-04-19,ALL,-0.5657,42.1000,14.8100,1695955
2021-04-20,ALL,-1.5172,42.1000,14.8100,1695955
2021-04-21,ALL,-0.3576,42.1000,14.8100,1695955
2021-04-22,ALL,1.7670,42.1000,14.8100,1695955
2021-04-23,ALL,-0.4341,42.1000,14.8100,1695955
2021-04-26,ALL,0.4087,42.1000,14.8100,1695955
2021-04-27,ALL,0.6513,42.1000,14.8100,1695955
2021-04-28,ALL,0.9976,42.1000,14.8100,1695955
2021-04-29,ALL,-0.0534,42.1000,14.8100,1695955
2021-04-30,ALL,-0.7212,42.1000,14.8100,1695955
2021-05-03,ALL,0.4574,42.1000,14.8100,1695955
2021-05-04,ALL,0.9909,42.1000,14.8100,1695955
2021-05-05,ALL,0.1061,42.1000,14.8100,1695955
2021-05-06,ALL,-0.1060,42.1000,14.8100,1695955
2021-05-07,ALL,-0.2121,42.1000,14.8100,1695955
2021-05-10,ALL,0.9833,42.1000,14.8100,1695955
2021-05-11,ALL,-0.3947,42.1000,14.8100,1695955
2021-05-12,ALL,-0.4491,42.1000,14.8100,1695955
2021-05-13,ALL,-2.9724,42.1000,14.8100,1695955
2021-05-14,ALL,2.1335,42.1000,14.8100,1695955
2021-05-17,ALL,4.2314,42.1000,14.8100,1695955
2021-05-18,ALL,3.4687,42.1000,14.8100,1695955
2021-05-19,ALL,-1.5644,42.1000,14.8100,1695955
2021-05-20,ALL,2.2200,42.1000,14.8100,1695955
2021-05-21,ALL,0.3208,42.1000,14.8100,1695955
2021-05-24,ALL,0.1230,42.1000,14.8100,1695955
2021-05-25,ALL,1.0565,42.1000,14.8100,1695955
2021-05-26,ALL,-0.1702,42.1000,14.8100,1695955
2021-05-27,ALL,1.1447,42.1000,14.8100,1695955
2021-05-28,ALL,0.9150,42.1000,14.8100,1695955
2021-05-31,ALL,-2.0520,42.1000,14.8100,1695955
2021-06-01,ALL,-0.2436,42.1000,14.8100,1695955
